system,rank,power,rmax,efficiency,year,month,list_rank
"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, Infiniband",423,78.45,14078.3,179.4557042702358,2008,11,32
"Roadrunner 3 - xSeries x3755 Cluster Opteron dual core 2.2 GHz, Infiniband",424,518.4,14070.0,27.141203703703706,2008,11,32
"Roadrunner 1 - xSeries x3755 Cluster Opteron dual core 2.2 GHz, Infiniband",425,518.4,14070.0,27.141203703703706,2008,11,32
"Roadrunner 2 - xSeries x3755 Cluster Opteron dual core 2.2 GHz, Infiniband",426,518.4,14070.0,27.141203703703706,2008,11,32
"BladeCenter QS22 Cluster, PowerXCell 8i 3.2 Ghz, Infiniband",429,26.38,13990.0,530.3260045489008,2008,11,32
"BladeCenter QS22 Cluster, PowerXCell 8i 3.2 Ghz, Infiniband",430,26.38,13990.0,530.3260045489008,2008,11,32
"BladeCenter QS22 Cluster, PowerXCell 8i 3.2 Ghz, Infiniband",431,26.38,13990.0,530.3260045489008,2008,11,32
Cray XT4 QuadCore 2.2 GHz,433,98.21,13936.5,141.90510131351186,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",438,227.68,13893.6,61.02248770203795,2008,11,32
Intimidata - eServer Blue Gene Solution,443,67.2,13780.0,205.0595238095238,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",444,224.56,13729.0,61.137335233345205,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",447,223.67,13681.8,61.16958018509411,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",451,263.58,13640.0,51.748994612641326,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",452,263.58,13640.0,51.748994612641326,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",453,263.58,13640.0,51.748994612641326,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",454,263.58,13640.0,51.748994612641326,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",455,263.58,13640.0,51.748994612641326,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",456,263.58,13640.0,51.748994612641326,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core, 3 GHz, GigEthernet",457,263.58,13640.0,51.748994612641326,2008,11,32
"SGI Altix ICE 8200, Xeon quad core 2.83 GHz",462,67.07,13480.0,200.9840465185627,2008,11,32
"xSeries x3550 Cluster Xeon, 3 GHz, GigEthernet",468,217.01,13324.2,61.39901387032856,2008,11,32
"xSeries x3550 Cluster Xeon, 3 GHz, GigEthernet",469,217.01,13324.2,61.39901387032856,2008,11,32
"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, GigEthernet",470,107.39,13281.8,123.67818232610112,2008,11,32
"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, Infiniband",475,73.63,13212.9,179.44995246502785,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",480,212.98,13113.0,61.56916142360785,2008,11,32
"BladeCenter HS21 Cluster, Xeon quad core 2.66 GHz, GigEthernet",481,111.96,13080.1,116.82833154698108,2008,11,32
"BladeCenter HS21 Cluster, Xeon quad core 2.33 GHz, Infiniband",482,72.66,13057.0,179.69997247453895,2008,11,32
"Cluster Platform 3000 BL460c, Xeon 54xx 3.0GHz, GigEthernet",487,280.7,13015.4,46.367652297826865,2008,11,32
"BladeCenter HS21 Cluster, Xeon dual core 3.0 GHz, Infiniband",493,129.69,12832.0,98.94363482149741,2008,11,32
"BladeCenter HS21 Cluster, Xeon QC L54xx 2.5 GHz, Infiniband",496,50.52,12701.0,251.40538400633412,2008,11,32
"Roadrunner - BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz , Voltaire Infiniband",1,2345.5,1026000.0,437.4333830739714,2008,6,31
BlueGene/L - eServer Blue Gene Solution,2,2329.6,478200.0,205.2712912087912,2008,6,31
Blue Gene/P Solution,3,1260.0,450300.0,357.3809523809524,2008,6,31
"Ranger - SunBlade x6420, Opteron Quad 2Ghz, Infiniband",4,2000.0,326000.0,163.0,2008,6,31
Jaguar - Cray XT4 QuadCore 2.1 GHz,5,1580.71,205000.0,129.68855767345053,2008,6,31
JUGENE - Blue Gene/P Solution,6,504.0,180000.0,357.14285714285717,2008,6,31
"Encanto - SGI Altix ICE 8200, Xeon quad core 3.0 GHz",7,861.63,133200.0,154.59071759339855,2008,6,31
"EKA - Cluster Platform 3000 BL460c, Xeon 53xx 3GHz, Infiniband",8,786.0,132800.0,168.95674300254453,2008,6,31
Blue Gene/P Solution,9,315.0,112500.0,357.14285714285717,2008,6,31
"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",10,442.0,106100.0,240.0452488687783,2008,6,31
Frontier2 BG/L - Blue Gene/P Solution,13,252.0,92960.0,368.8888888888889,2008,6,31
BGW - eServer Blue Gene Solution,14,448.0,91290.0,203.77232142857142,2008,6,31
"Franklin - Cray XT4, 2.6 GHz",15,1150.0,85368.0,74.23304347826087,2008,6,31
